Gene ID,AO1,AO2,B1,B2
NVE25380,579,582,214,194
NVE25381,29,27,23,35
NVE25382,227,183,189,169
NVE25383,195,221,186,155
NVE25384,5,3,2,1
NVE25385,31,24,40,25
NVE25386,6,2,6,5
NVE25387,17,16,11,12
NVE25389,9,10,9,3
NVE25390,1,7,3,4
NVE25391,2,4,4,5
NVE25392,9,9,11,5
NVE25393,653,507,746,576
NVE25394,296,222,258,245
NVE25395,19,13,18,12
NVE25396,4,2,4,4
NVE25397,179,184,41,35
NVE25398,8,6,10,10
NVE25399,9,5,5,5
NVE25400,19,27,12,14
NVE25403,11,10,15,8
NVE25453,282,257,228,182
NVE25464,34,31,34,25
NVE25477,67,68,72,43
NVE25498,72,54,59,48
NVE25431,116,117,131,103
NVE25432,244,216,245,199
NVE25433,10,7,17,23
NVE25434,166,130,29,18
NVE25435,365,301,428,354
NVE25436,48,33,50,33
NVE25437,128,113,79,60
NVE25438,37,27,41,28
NVE25440,80,77,93,79
NVE25441,198,186,157,156
NVE25442,179,167,184,185
NVE25443,198,194,275,264
NVE25444,211,224,210,162
NVE25445,1,1,0,0
NVE25446,25,25,25,16
NVE25447,750,656,617,575
NVE25448,521,519,507,391
NVE25449,7,10,22,17
NVE25450,42,35,45,29
NVE25451,73,61,85,84
NVE25452,1,2,5,1
NVE25454,58,49,82,73
NVE25455,91,74,109,106
NVE25456,26,32,28,37
NVE25457,19,28,51,30
NVE25458,20,16,42,23
NVE25459,96,100,102,117
NVE25460,70,71,68,52
NVE25461,265,298,265,209
NVE25462,20,24,17,14
NVE25463,60,49,28,34
NVE25465,55,49,42,28
NVE25466,154,152,165,134
NVE25467,111,98,161,122
NVE25468,525,613,370,418
NVE25469,273,238,142,121
NVE25470,781,814,333,324
NVE25471,0,2,5,4
NVE25472,62,37,44,49
NVE25473,675,591,838,726
NVE25474,621,513,757,644
NVE25475,21,27,24,26
NVE25476,1239,1215,780,835
NVE25478,2,1,2,0
NVE25479,19,19,88,60
NVE25480,741,573,872,624
NVE25481,207,198,174,164
NVE25482,78,83,104,81
NVE25483,18,18,21,13
NVE25484,75,72,65,49
NVE25485,3,6,9,10
NVE25486,215,159,248,216
NVE25487,143,149,235,214
NVE25488,59,50,61,57
NVE25489,204,179,269,212
NVE25490,134,162,109,99
NVE25491,71,42,52,51
NVE25492,158,128,148,102
NVE25493,388,346,186,154
NVE25494,81,67,112,86
NVE25495,16,14,12,19
NVE25496,832,730,968,759
NVE25497,108,93,23,29
NVE25499,31,19,68,68
NVE25546,200,188,268,242
NVE25564,62,55,47,54
NVE25595,74,55,63,53
NVE25607,396,339,514,470
NVE25530,95,113,97,64
NVE25531,491,421,523,432
NVE25532,18,20,14,12
NVE25533,69,71,77,75
NVE25534,13,16,15,9
NVE25535,167,140,109,102
NVE25536,3515,4028,2148,1930
NVE25537,331,313,376,363
NVE25538,392,475,562,494
NVE25539,186,222,207,190
NVE25540,839,736,986,808
NVE25541,820,808,757,737
NVE25542,1,2,4,1
NVE25543,559,539,550,471
NVE25544,356,331,687,693
NVE25545,72,61,94,61
NVE25547,56,55,69,63
NVE25548,24,26,15,18
NVE25549,14,15,24,15
NVE25550,98,80,84,74
NVE25551,150,116,197,140
NVE25552,183,178,254,210
NVE25553,752,695,755,641
NVE25554,23,20,42,26
NVE25555,54,48,66,51
NVE25556,190,245,256,196
NVE25557,67,62,85,61
NVE25558,6,7,7,3
NVE25559,33,31,42,36
NVE25560,172,154,247,225
NVE25561,0,1,1,0
NVE25562,8,6,6,6
NVE25563,184,185,177,155
NVE25565,6883,6311,5356,5700
NVE25566,109,64,97,67
NVE25567,20,36,20,10
NVE25568,211,214,241,195
NVE25569,670,442,885,775
NVE25570,14745,12318,12711,11487
NVE25571,277,185,181,181
NVE25572,52,53,50,65
NVE25573,14,6,13,11
NVE25574,25,12,26,24
NVE25575,7,2,16,12
NVE25576,1,2,6,3
NVE25577,97,86,98,68
NVE25578,64,50,37,36
NVE25579,71,47,35,40
NVE25580,186,169,147,129
NVE25581,150,137,79,84
NVE25582,12,10,12,0
NVE25583,320,334,204,223
NVE25584,141,156,176,138
NVE25585,54,31,47,41
NVE25586,85,73,84,78
NVE25587,79,79,104,72
NVE25588,15,11,17,16
NVE25589,120,95,145,109
NVE25590,72,81,77,83
NVE25591,27,24,38,20
NVE25592,120,121,152,135
NVE25593,2,1,3,2
NVE25594,3,4,7,7
NVE25596,31,28,9,10
NVE25597,13,8,4,6
NVE25598,0,0,0,0
NVE25599,58,54,47,49
NVE25600,64,49,71,67
NVE25601,359,306,309,249
NVE25602,120,106,89,66
NVE25603,19,8,13,21
NVE25604,4,4,1,3
NVE25605,10,17,69,49
NVE25606,37,37,61,40
NVE25608,50,64,58,47
NVE25609,111,104,132,137
NVE25610,35,43,95,84
NVE25611,271,272,200,154
NVE25612,7,11,15,8
NVE25613,30,37,27,21
NVE25614,750,779,403,447
NVE25615,507,473,563,513
NVE25616,16,16,28,33
NVE25658,87,70,100,59
NVE25671,40,41,71,83
NVE25681,237,259,289,237
NVE25690,266,256,340,279
NVE25642,48,58,44,39
NVE25644,51,46,66,57
NVE25645,16,17,38,19
NVE25646,21,19,41,24
NVE25647,31,29,17,20
NVE25648,30,18,27,20
NVE25649,306,259,267,211
NVE25650,66,70,81,63
NVE25651,340,279,217,199
NVE25652,276,235,220,226
NVE25653,287,241,320,274
NVE25654,341,336,263,264
NVE25655,213,216,196,163
NVE25656,65,63,236,148
NVE25657,231,162,274,234
NVE25659,657,607,702,565
NVE25660,609,470,503,362
NVE25661,169,118,96,77
NVE25662,16,24,234,212
NVE25663,28,39,30,26
NVE25664,107,81,115,113
NVE25665,2025,1708,2445,2177
NVE25666,31,32,91,55
NVE25667,13,15,8,3
NVE25668,33,32,19,11
NVE25669,65,32,63,31
NVE25670,12,8,11,10
NVE25672,75,74,105,97
NVE25673,203,176,139,162
NVE25674,164,199,225,212
NVE25675,80,76,16,8
NVE25676,12,12,12,1
NVE25677,55,42,78,72
NVE25678,109,99,109,80
NVE25679,226,234,243,262
NVE25680,41,47,47,46
NVE25682,16,13,12,7
NVE25683,364,366,100,102
NVE25684,9,13,16,11
NVE25685,40,33,30,28
NVE25686,621,592,604,509
NVE25687,1037,928,827,705
NVE25688,205,195,163,163
NVE25689,271,219,226,175
NVE25691,36,22,36,24
NVE25692,231,218,290,271
NVE25693,301,301,433,390
NVE25694,19,173,1947,1582
NVE25695,206,204,271,215
NVE25696,452,412,249,262
NVE25697,4,3,3,3
NVE25698,179,191,227,221
NVE25699,7,6,7,5
NVE25700,53,51,54,45
NVE25701,11,8,13,9
NVE25702,35,28,41,30
NVE25703,39,23,37,27
NVE25704,95,87,130,130
NVE25705,76,92,120,98
NVE25706,701,628,496,393
NVE25707,10,14,13,6
NVE25708,213,161,250,171
NVE25709,172,165,156,136
NVE25710,81,50,141,143
NVE25711,286,272,298,293
NVE25712,447,459,381,398
NVE25713,370,365,111,108
NVE25714,10,10,12,9
NVE25715,4,3,8,0
NVE25716,13,13,26,20
NVE25717,29,32,105,44
NVE25755,29,37,46,54
NVE25779,65,83,120,108
NVE25791,94,94,95,53
NVE25815,366,300,516,436
NVE25750,4,5,1,4
NVE25751,1399,1516,880,1013
NVE25752,60,81,784,620
NVE25753,35,40,64,56
NVE25754,76,58,86,54
NVE25756,213,179,270,262
NVE25757,10,18,11,12
NVE25758,96,61,70,56
NVE25759,1343,1146,664,592
NVE25760,4,0,10,4
NVE25761,2,1,1,0
NVE25762,90,99,126,89
NVE25763,212,182,212,200
NVE25764,35,35,15,16
NVE25765,4,1,1,2
NVE25766,55,46,31,28
NVE25767,300,304,244,183
NVE25768,220,239,293,235
NVE25769,163,135,27,37
NVE25770,5,2,3,2
NVE25771,301,334,350,276
NVE25772,776,672,1302,1214
NVE25773,14,14,28,22
NVE25774,58,62,94,64
NVE25775,111,88,136,142
NVE25776,6,15,114,77
NVE25777,3,17,93,88
NVE25778,89,85,157,127
NVE25780,82,73,77,67
NVE25781,45,30,61,39
NVE25782,298,306,433,356
NVE25784,80,62,82,69
NVE25785,9,18,11,14
NVE25786,111,74,170,168
NVE25787,39,41,28,30
NVE25788,507,521,300,325
NVE25789,55,41,45,40
NVE25790,10,3,10,17
NVE25792,2815,2325,1909,1614
NVE25793,13,8,4,8
NVE25794,1,0,2,0
NVE25795,0,0,0,0
NVE25796,0,0,0,0
NVE25797,1,0,0,0
NVE25798,0,0,0,0
NVE25799,0,0,0,0
NVE25800,0,2,0,0
NVE25801,0,2,0,0
NVE25802,0,0,1,1
NVE25803,1,4,2,0
NVE25804,0,1,0,0
NVE25805,0,0,0,0
NVE25806,0,0,0,0
NVE25807,0,0,0,0
NVE25808,0,0,0,0
NVE25809,0,0,0,0
NVE25810,0,0,0,0
NVE25811,0,0,0,0
NVE25812,0,0,0,0
NVE25813,50,23,35,28
NVE25814,304,314,220,220
NVE25816,981,1106,2193,1757
NVE25817,506,526,1005,804
NVE25818,714,705,1242,996
NVE25819,44,19,34,27
NVE25820,432,392,674,567
NVE25821,515,501,636,505
NVE25822,390,308,402,301
NVE25823,80,72,70,76
NVE25824,42,38,21,22
NVE25825,113,108,178,159
NVE25826,60,54,73,77
NVE25827,335,298,316,272
NVE25828,35,37,54,37
NVE25829,31,12,22,26
NVE25830,28,30,46,33
NVE25831,53,41,49,42
NVE25832,1,0,0,1
NVE25865,816,737,1047,972
NVE25866,171,116,166,144
NVE25883,286,294,356,296
NVE25899,13,17,18,13
NVE25856,716,698,1264,1181
NVE25857,830,814,1410,1173
NVE25858,3694,3635,1264,1155
NVE25859,229,198,45,41
NVE25860,0,1,18,6
NVE25861,78,68,110,95
NVE25862,50,54,76,57
NVE25863,15,29,46,36
NVE25864,348,325,390,322
NVE25867,113,109,146,111
NVE25868,5,9,3,8
NVE25869,69,80,94,66
NVE25870,50,44,50,56
NVE25871,71,67,76,72
NVE25872,14,9,8,10
NVE25873,90,78,104,73
NVE25874,174,145,197,159
NVE25875,264,258,243,200
NVE25876,20,21,27,23
NVE25877,350,303,305,279
NVE25878,61,62,88,101
NVE25879,2,10,18,10
NVE25880,3,1,9,5
NVE25881,38,43,66,63
NVE25882,403,349,451,424
NVE25884,13,5,8,11
NVE25885,4,3,9,5
NVE25886,0,1,6,2
NVE25887,3,4,38,22
NVE25888,39,34,35,52
NVE25889,46,49,181,169
NVE25890,18,20,58,58
NVE25891,20,16,29,24
NVE25892,271,224,298,223
NVE25893,4,2,2,2
NVE25894,2,1,10,7
NVE25895,12,13,12,16
NVE25896,34,33,22,16
NVE25897,91,111,110,92
NVE25898,46,28,27,18
NVE25900,15,11,16,9
NVE25901,5,10,7,11
NVE25902,21,7,11,11
NVE25903,34,42,63,63
NVE25904,3,11,1,2
NVE25905,17,2,6,13
NVE25907,3,3,7,1
NVE25908,5,5,8,11
NVE25909,34,27,15,20
NVE25910,30,43,79,66
NVE25936,5,4,5,2
NVE25961,318,381,669,548
NVE25970,187,197,189,138
NVE25929,184,165,195,142
NVE25930,6,3,5,8
NVE25931,333,283,369,280
NVE25932,35,34,34,21
NVE25933,7,3,7,9
NVE25934,350,308,312,340
NVE25935,38,33,27,32
NVE25937,152,114,111,99
NVE25938,161,212,103,105
NVE25939,9,5,15,5
NVE25940,313,231,197,144
NVE25941,315,344,254,192
NVE25942,657,619,493,357
NVE25943,146,161,154,134
NVE25944,271,264,336,290
NVE25945,50,46,43,31
NVE25946,639,647,586,485
NVE25947,1,0,3,1
NVE25948,1,1,4,7
NVE25949,3,1,3,2
NVE25950,14,16,13,17
NVE25951,2,0,2,9
NVE25952,18,24,32,24
NVE25953,7,6,4,3
NVE25954,21,22,29,20
NVE25955,319,314,200,157
NVE25956,30,19,66,53
NVE25957,500,421,795,739
NVE25958,40,47,28,21
NVE25959,54,45,64,52
NVE25960,27,37,64,36
NVE25962,41,36,71,64
NVE25963,2,0,7,5
NVE25964,257,229,245,231
NVE25965,944,901,996,897
NVE25966,4903,4269,5719,5042
NVE25967,1031,1112,925,816
NVE25968,35,35,82,65
NVE25969,373,355,352,296
NVE25971,218,207,382,335
NVE26010,56,54,60,53
NVE25986,159,137,84,75
NVE25987,864,843,445,432
NVE25988,543,599,342,326
NVE25989,0,0,0,1
NVE25990,20,24,29,37
NVE25991,26,23,21,20
NVE25992,190,143,172,154
NVE25993,216,202,277,214
NVE25994,224,203,140,103
NVE25995,45,36,23,15
NVE25996,1,1,0,1
NVE25997,3,6,4,3
NVE25998,5,8,4,5
NVE25999,6,6,4,10
NVE26000,3,3,7,3
NVE26001,14,15,18,13
NVE26002,1,5,12,6
NVE26003,14,8,0,6
NVE26004,1,1,0,2
NVE26005,1166,1063,1080,832
NVE26006,51,47,53,47
NVE26007,1729,1457,4212,3151
NVE26008,83,76,110,87
NVE26009,12,4,17,10
NVE26011,0,2,19,9
NVE26012,1,1,24,21
NVE26013,72,89,149,137
NVE26014,35,36,46,24
NVE26015,172,140,192,133
NVE26016,5,6,5,6
NVE26017,359,290,450,390
NVE26018,32,37,25,20
NVE26019,57,58,67,62
NVE26020,110,79,93,73
NVE26021,202,239,207,215
NVE26022,91,100,102,102
NVE26023,41,30,114,79
NVE26024,2,7,5,3
NVE26025,130,117,145,111
NVE26026,59,44,51,34
NVE26027,134,181,220,188
NVE26028,241,185,286,278
NVE26029,56,48,83,76
NVE26030,364,354,414,323
NVE26032,796,731,854,726
NVE26033,41,45,41,29
NVE26034,2657,2063,3509,2736
NVE26035,14,26,14,17
NVE26036,87,88,129,92
NVE26037,9,14,15,19
NVE26038,66,75,63,71
NVE26039,198,215,276,261
NVE26040,158,146,194,176
NVE26041,433,437,369,288
NVE26042,58,35,43,28
NVE26043,317,342,241,193
NVE26044,4,1,0,1
NVE26066,132,109,155,150
NVE26077,286,299,347,279
NVE26088,228,213,224,169
NVE26098,76,90,90,62
NVE26123,219,188,217,178
NVE26056,18,15,77,37
NVE26057,319,349,658,589
NVE26058,726,754,1392,1149
NVE26059,1752,1739,3688,2874
NVE26060,13,18,17,22
NVE26061,118,107,117,110
NVE26062,5,4,35,18
NVE26063,26,20,43,40
NVE26064,132,112,441,396
NVE26065,63,55,114,99
NVE26067,73,58,69,53
NVE26068,69,74,62,54
NVE26069,367,350,377,307
NVE26070,515,513,358,307
NVE26071,151,120,207,176
NVE26072,40,30,40,29
NVE26073,195,187,200,178
NVE26074,1114,939,1108,948
NVE26075,2259,2217,2724,2323
NVE26076,464,447,518,424
NVE26078,5,6,3,2
NVE26079,16,11,8,8
NVE26080,47,40,53,34
NVE26081,254,222,253,203
NVE26082,232,230,303,257
NVE26083,59,38,48,16
NVE26084,826,713,1084,948
NVE26085,11,11,36,48
NVE26086,179,264,3823,3082
NVE26087,89,90,76,60
NVE26089,13,7,9,5
NVE26090,94,95,81,64
NVE26091,5,2,14,5
NVE26092,671,698,732,727
NVE26093,15,19,43,33
NVE26094,332,388,212,199
NVE26095,112,69,38,35
NVE26096,10,3,10,7
NVE26097,1049,1033,748,602
NVE26099,103,109,107,77
NVE26100,37,42,36,18
NVE26101,187,145,201,211
NVE26102,278,295,360,298
NVE26103,94,78,168,130
NVE26104,129,93,160,126
NVE26105,342,363,406,317
NVE26106,1117,1065,1005,921
NVE26107,15,17,15,15
NVE26108,119,90,12,7
NVE26109,343,290,391,293
NVE26110,1270,1208,902,739
NVE26111,336,277,295,299
NVE26112,595,591,184,179
NVE26113,1743,1535,1255,1008
NVE26114,10,7,47,33
NVE26115,1,1,1,0
NVE26116,136,109,124,77
NVE26117,64,63,58,46
NVE26118,216,181,315,247
NVE26119,657,558,612,469
NVE26120,1013,968,1360,1173
NVE26121,134,116,157,129
NVE26122,113,62,76,102
NVE26183,0,0,9,3
NVE26194,133,146,252,214
NVE26204,92,70,89,92
NVE26151,7,43,345,263
NVE26152,37,26,52,42
NVE26153,53,55,54,49
NVE26154,1,4,5,3
NVE26155,292,260,298,239
NVE26156,24,17,28,21
NVE26157,280,276,307,261
NVE26158,39,37,46,57
NVE26159,10,5,19,16
NVE26160,36,37,34,24
NVE26161,753,683,792,616
NVE26162,22,25,37,36
NVE26163,32,25,36,37
NVE26164,1146,1034,539,541
NVE26165,123,113,102,105
NVE26166,68,65,51,36
NVE26167,163,133,155,173
NVE26168,132,134,110,103
NVE26169,2,4,6,1
NVE26170,6,5,5,4
NVE26171,299,250,318,290
NVE26172,52,48,61,48
NVE26173,58,46,72,55
NVE26174,5,7,41,32
NVE26175,74,52,51,44
NVE26176,50,97,616,401
NVE26177,203,133,113,92
NVE26178,15,16,12,9
NVE26179,7,2,1,6
NVE26180,121,78,112,74
NVE26181,566,510,229,183
NVE26182,20,16,21,10
NVE26184,31,22,89,78
NVE26185,169,153,94,82
NVE26186,247,299,140,149
NVE26187,235,222,138,105
NVE26188,52,53,55,64
NVE26189,1081,1009,1252,1143
NVE26190,246,268,334,311
NVE26191,2,1,7,4
NVE26192,706,612,715,576
NVE26193,17,20,41,27
NVE26195,2,15,59,53
NVE26196,57,34,15,23
NVE26197,144,120,147,113
NVE26198,233,246,208,190
NVE26199,169,125,415,315
NVE26200,288,389,468,399
NVE26201,1648,1794,1046,1137
NVE26202,28,27,29,40
NVE26203,224,212,256,242
NVE26205,7,11,25,9
NVE26206,22,44,11,11
NVE26207,208,192,43,55
NVE26208,29,36,43,35
NVE26209,111,103,119,138
NVE26210,32,25,31,22
NVE26211,117,82,91,86
NVE26212,4,16,7,8
NVE26213,26,26,23,22
NVE26214,0,1,2,0
NVE26215,143,150,136,117
NVE26216,246,226,288,266
NVE26217,189,206,123,94
NVE26218,15,20,17,16
NVE26219,196,180,255,208
NVE26220,21,17,13,10
NVE432,5,6,11,10
NVE442,423,418,526,470
NVE456,1465,1145,2468,2026
NVE463,18,13,17,13
NVE473,54,42,66,42
NVE419,165,164,253,225
NVE420,89,82,70,89
NVE421,2,7,4,6
NVE422,48,42,50,26
NVE423,6,3,2,6
NVE424,37,49,45,30
NVE425,72,69,47,72
NVE426,160,154,225,179
NVE427,206,239,222,203
NVE428,124,118,128,92
NVE429,309,280,249,191
NVE430,441,420,268,302
NVE431,108,94,123,105
NVE433,366,315,365,319
NVE434,2,4,4,1
NVE435,8,4,5,7
NVE436,129,120,130,114
NVE437,253,250,203,153
NVE438,1879,1673,1417,1290
NVE439,450,399,334,376
NVE440,84,61,65,73
NVE441,27,23,43,53
NVE443,68,65,71,68
NVE444,2338,2243,2166,1809
NVE445,314,263,416,396
NVE446,5,7,4,7
NVE447,22,23,31,21
NVE448,1726,1190,806,972
NVE449,1,2,5,2
NVE450,4,3,4,2
NVE451,38,35,41,34
NVE452,5,4,8,6
NVE453,157,116,89,112
NVE454,255,261,252,204
NVE455,42,38,67,53
NVE457,516,496,561,409
NVE458,1411,1308,1195,1012
NVE459,2137,1764,2357,2089
NVE460,845,759,933,853
NVE461,424,438,601,513
NVE462,103,59,166,137
NVE464,28,21,63,33
NVE465,31,22,66,50
NVE466,6,5,3,5
NVE467,0,0,1,4
NVE468,13,14,17,13
NVE469,119,126,138,104
NVE470,979,910,689,547
NVE471,3,8,13,5
NVE472,199,161,104,74
NVE474,64,62,107,93
NVE475,141,151,187,160
NVE476,41,27,59,44
NVE477,100,82,169,127
NVE478,458,334,1200,857
NVE479,8,8,14,9
NVE480,249,283,293,228
NVE481,110,90,117,107
NVE482,433,431,322,249
NVE483,142,139,122,119
NVE484,120,118,102,80
NVE522,122,61,112,102
NVE533,92,92,118,109
NVE550,259,226,273,209
NVE562,25,33,44,36
NVE509,3,5,5,10
NVE510,25,26,7,5
NVE511,38,37,12,10
NVE512,3,2,1,0
NVE513,47,46,73,48
NVE514,112,76,137,113
NVE515,87,88,81,79
NVE516,180,143,203,147
NVE517,73,55,76,60
NVE519,439,473,319,321
NVE520,391,399,289,323
NVE521,228,246,299,261
NVE523,37,34,61,46
NVE524,272,300,327,294
NVE525,59,66,44,35
NVE526,12,9,7,15
NVE527,2,4,3,7
NVE528,222,229,214,180
NVE529,465,399,737,629
NVE530,248,181,414,324
NVE531,2274,2483,3881,3312
NVE532,1,8,11,2
NVE534,0,2,13,12
NVE535,94,72,94,73
NVE536,97,106,113,104
NVE537,230,182,227,193
NVE538,103,102,88,57
NVE539,26,36,79,66
NVE540,90,84,121,117
NVE541,52,42,146,101
NVE542,417,334,451,456
NVE543,152,168,144,165
NVE544,1,1,1,1
NVE545,181,140,226,192
NVE546,353,411,453,341
NVE547,80,108,148,127
NVE548,116,109,151,120
NVE549,14,27,19,30
NVE551,49,46,81,44
NVE552,58,70,62,51
NVE553,153,136,176,145
NVE554,533,466,817,678
NVE555,224,222,231,179
NVE556,51,40,32,36
NVE557,196,215,192,153
NVE558,112,75,89,78
NVE559,182,223,28,25
NVE560,2,2,0,1
NVE561,96,114,142,110
NVE563,577,509,626,615
NVE564,62,44,88,59
NVE565,196,161,266,228
NVE566,26,14,24,12
NVE567,168,151,176,137
NVE568,406,337,413,326
NVE569,2,4,3,1
NVE570,90,70,78,69
NVE571,23,27,12,10
NVE572,1469,1335,600,515
NVE573,284,229,128,92
NVE574,0,5,1,2
NVE575,481,476,225,169
NVE576,522,501,285,217
NVE577,47,50,67,56
NVE578,27,12,9,16
NVE603,204,194,194,160
NVE619,5,5,8,6
NVE627,3183,3064,1708,1453
NVE639,5,6,26,18
NVE649,12,10,7,4
NVE594,8,9,12,7
NVE595,55,38,49,37
NVE596,794,805,789,672
NVE597,241,222,281,276
NVE598,17,16,15,5
NVE599,187,238,132,98
NVE600,234,223,266,216
NVE601,20,36,31,23
NVE602,83,66,56,30
NVE604,133,141,111,95
NVE605,10,7,5,13
NVE606,164,156,228,186
NVE607,147,116,153,136
NVE608,37,33,68,56
NVE609,34,44,61,49
NVE610,129,118,90,86
NVE611,111,82,130,94
NVE612,397,386,518,416
NVE613,7,11,103,89
NVE614,29,16,59,32
NVE615,12,18,27,24
NVE616,61,43,62,62
NVE617,374,349,466,380
NVE618,4,8,11,6
NVE620,81,54,84,76
NVE621,799,735,817,796
NVE622,467,371,547,446
NVE623,57,51,57,57
NVE624,29,39,28,38
NVE625,10,15,7,9
NVE626,24,32,38,41
NVE628,9201,8129,4397,4184
NVE629,28,40,47,40
NVE630,16,9,17,21
NVE631,67,53,84,59
NVE632,148,140,212,172
NVE633,55,38,11,10
NVE634,693,641,258,226
NVE635,55,50,72,59
NVE636,8,5,3,3
NVE637,20,20,26,21
NVE638,32,54,63,50
NVE640,240,274,295,240
NVE641,226,214,198,156
NVE642,73,91,81,70
NVE643,26,28,27,29
NVE644,88,133,184,149
NVE645,166,123,199,144
NVE646,38,39,38,25
NVE647,945,1006,591,526
NVE648,18,18,14,10
NVE650,3,6,2,3
NVE651,220,185,169,133
NVE652,297,302,329,267
NVE653,143,134,152,118
NVE654,140,132,168,133
NVE655,546,491,515,412
NVE656,11,2,6,5
NVE657,102,98,80,86
NVE658,118,118,132,108
NVE659,113,108,164,120
NVE660,30,48,38,38
NVE697,205,199,296,293
NVE698,13,19,15,16
NVE709,1273,992,2139,1655
NVE717,43,21,51,34
NVE743,4712,4562,6172,5286
NVE684,8,3,9,13
NVE685,15,18,11,12
NVE686,357,364,160,115
NVE687,22,21,20,23
NVE688,31,19,30,25
NVE689,47,30,48,33
NVE690,20,28,22,20
NVE691,318,285,265,231
NVE692,124,114,91,78
NVE693,218,222,61,95
NVE694,5,0,2,0
NVE695,4,3,6,4
NVE696,41,34,39,36
NVE699,82,72,66,56
NVE700,18,29,18,17
NVE701,145,175,201,195
NVE702,189,205,330,255
NVE703,6,2,5,0
NVE704,28,21,39,33
NVE705,33,29,34,28
NVE706,1532,1493,1940,1713
NVE707,116,114,167,159
NVE708,739,710,976,852
NVE710,160,121,296,231
NVE711,614,608,792,701
NVE712,1,3,0,3
NVE713,185,205,261,222
NVE714,120,112,112,100
NVE715,176,167,230,166
NVE716,155,149,254,216
NVE718,113,92,119,85
NVE719,245,240,454,425
NVE720,157,130,171,147
NVE721,925,818,1033,988
NVE722,27,13,23,12
NVE723,90,71,54,64
NVE724,234,243,229,211
NVE725,245,229,366,332
NVE726,1750,1584,936,811
NVE727,8,11,6,5
NVE728,71,67,61,64
NVE729,109,117,54,54
NVE730,154,140,117,100
NVE731,97,76,87,72
NVE732,32,25,33,30
NVE733,445,462,441,430
NVE734,1495,1327,1641,1436
NVE735,3,3,7,11
NVE736,373,301,410,324
NVE737,32,25,24,18
NVE738,1,1,1,5
NVE739,0,1,4,4
NVE740,39,35,36,30
NVE741,1282,1391,791,895
NVE742,152,146,175,133
NVE744,50,85,109,86
NVE745,4,5,6,6
NVE793,110,92,100,116
NVE818,4186,3779,3253,2495
NVE782,51,30,57,58
NVE783,48,43,56,32
NVE784,115,105,113,79
NVE785,2,2,0,4
NVE786,16,33,18,12
NVE787,24,17,3,1
NVE788,1,8,10,7
NVE789,112,95,133,127
NVE790,883,838,952,801
NVE791,231,188,334,298
NVE792,48,51,87,67
NVE794,217,195,112,94
NVE795,401,371,365,292
NVE796,853,797,896,766
NVE797,182,151,175,171
NVE798,65,66,111,85
NVE799,3411,2785,3740,3220
NVE800,79,66,120,90
NVE801,174,193,299,318
NVE802,0,1,0,0
NVE803,47,43,82,86
NVE804,70,48,150,80
NVE805,77,47,114,109
NVE806,4,2,49,46
NVE807,814,636,798,758
NVE808,86,87,90,92
NVE809,28,21,37,21
NVE810,139,139,200,153
NVE811,199,194,311,267
NVE812,161,145,160,109
NVE813,45,31,31,32
NVE814,277,286,201,172
NVE815,20,14,19,14
NVE816,103,95,120,68
NVE817,0,1,3,2
NVE819,61,61,95,70
NVE820,4,8,9,2
NVE821,72,75,103,106
NVE822,4,0,2,1
NVE823,4,4,2,1
NVE824,12,7,11,17
NVE825,168,131,214,207
NVE826,237,197,301,249
NVE827,1,0,1,3
NVE828,0,2,4,3
NVE829,0,0,1,1
NVE830,115,70,273,220
NVE831,24,38,119,94
NVE832,5,6,1,3
NVE833,35,36,15,14
NVE834,0,0,0,3
NVE862,749,647,878,755
NVE880,23,21,20,15
NVE893,23,13,16,8
NVE855,7,14,19,7
NVE856,330,285,390,364
NVE857,572,362,1118,890
NVE858,80,98,119,117
NVE859,36,24,44,32
NVE860,7,17,11,13
NVE861,77,69,67,53
NVE863,27,19,27,29
NVE864,150,111,133,118
NVE865,95,97,58,38
NVE866,341,293,241,126
NVE867,3,6,116,83
NVE868,2,2,3,1
NVE869,14,12,11,17
NVE870,72,55,76,76
NVE871,155,178,218,156
NVE872,12,12,16,8
NVE873,36,46,28,22
NVE874,3,0,0,2
NVE875,73,66,86,64
NVE876,9,10,4,3
NVE877,475,488,410,360
NVE878,402,406,498,494
NVE879,316,320,324,260
NVE881,16,20,30,30
NVE882,1397,1187,1668,1417
NVE883,124,103,70,70
NVE884,384,379,208,293
NVE885,347,317,427,426
NVE886,380,330,91,101
NVE887,238,225,196,205
NVE888,255,273,260,242
NVE889,271,227,279,211
NVE890,4,5,6,2
NVE891,2,0,6,2
NVE892,126,157,122,104
NVE894,14,3,4,8
NVE895,136,126,209,141
NVE896,887,890,1764,1518
NVE897,767,783,1336,1122
NVE898,98,92,137,121
NVE899,237,226,344,295
NVE900,3100,2956,5369,4578
NVE901,640,526,969,872
NVE902,6,5,44,26
